https://batdongsan.com.vn/cho-thue-van-phong-duong-nguyen-van-tuyet-phuong-trung-liet-3/chinh-chu-cho-san-vp-mat-pho-ong-a-110m-gia-cuc-re-chi-17trieu-oto-o-cua-pr45540202,2026-07-31
https://batdongsan.com.vn/ban-nha-mat-pho-duong-ta-hien-phuong-thanh-my-loi-54/ban-tien-p-quan-2-dt-10-5-x18-ham-7-tang-149-ty-tl-hdt-250tr-th-pr46020860,2026-07-31
https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-n2-thi-tran-hau-nghia-vinhomes-green-city/can-ban-tx7-187-city-pr45017977,2026-07-31
https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-the-beverly-vinhomes-ocean-park/4-7-ty-2n2wc-1-78m-tang-trung-phan-khu-be-2-03-nha-moi-100-pr46119746,2026-07-31
https://batdongsan.com.vn/cho-thue-can-ho-chung-cu-duong-truong-luu-phuong-long-truong-chung-cu-mt-eastmark-city/cho-3pn-3wc-ntcb-bao-phi-quan-ly-1-nam-nha-moi-gia-9tr-pr45514752,2026-07-31
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-hung-dao-phuong-an-hai-bac-capital-square/co-hoi-so-huu-2pn-a-nang-chi-tu-5-28-ty-ven-song-han-pr46119979,2026-07-31
https://batdongsan.com.vn/cho-thue-nha-tro-phong-tro-duong-nguyen-thi-dinh-phuong-binh-trung-tay-54/co-gac-rong-rai-thoang-mat-pr44098160,2026-07-31
https://batdongsan.com.vn/ban-nha-mat-pho-duong-giai-phong-phuong-4-20-69/ban-tien-tb-ngay-ga-t3-truc-uong-moi-mo-thuan-tien-kd-a-nghanh-nghe-gia-19t-pr46119926,2026-07-31
https://batdongsan.com.vn/ban-condotel-duong-nguyen-hue-phuong-tran-phu-4-tms-luxury-hotel-residences/cat-lo-500-trieu-can-goc-truc-dien-bien-lien-thong-113m-tang-cao-2x-pr45365229,2026-07-31
https://batdongsan.com.vn/ban-nha-mat-pho-duong-nhat-chieu-phuong-quang-an-2-6/can-ban-gap-ho-tay-so-do-125m2-xay-moi-1-ham-6-noi-mt7m-gia-72-ty-pr41851728,2026-07-31
https://batdongsan.com.vn/ban-loai-bat-dong-san-khac-duong-nguyen-hoang-ton-phuong-phu-thuong-1-d-el-dorado/ban-van-phong-tu-200-300-500-700m2-gia-nhinh-100tr-m2-so-o-so-huu-lau-dai-pr46045565,2026-07-31
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-phuc-loi-vinhomes-riverside/dinh-966m2-view-song-nhu-vinh-gia-tri-song-bac-nhat-lh-pr38637399,2026-07-31
https://batdongsan.com.vn/ban-dat-duong-phan-tu-phuong-my-an-48/can-ban-lo-goc-2-mat-tien-uong-va-a-ong-12-san-gpxd-khach-san-17-tang-pr45652990,2026-07-31
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-vu-trong-phung-phuong-thanh-xuan-trung-rivera-park-ha-noi/chinh-chu-b2005-ban-cong-dn-view-sieu-thoang-ban-nhanh-gia-3-25-ra-loc-nhiet-tinh-pr31410118,2026-07-31
